Time,VehicleID,MsgCount,TemporaryID,Latitude,Longitude,Elevation,PositionalAccuracy,Speed,Heading,TransmissionState,BrakeStatus,VehicleLength,VehicleWidth,IntersectionID,SignalGroup,State,TimeRemaining,Phase,Direction,HardBraking,NEWS_Score,Speed_Normalized
42,3,0,74508,39.1612,-84.52011538,300,1.5,12.5,270,2,0,4.5,1.8,1,NS,2,0,NS_Green,West,0,0,0.899928005759539
42,4,0,73973,39.1612,-84.5176092,300,1.5,0,270,1,1,4.5,1.8,1,NS,2,0,NS_Green,East,0,4,0
42,6,0,33187,39.1612,-84.51752145,300,1.5,0,270,1,1,4.5,1.8,1,NS,2,0,NS_Green,East,0,4,0
42.5,5,0,99471,39.16217923,-84.5197,300,1.5,13.89,180,2,0,4.5,1.8,1,NS,2,0,NS_Green,North,0,0,1
42.5,7,0,22129,39.16288168,-84.5197,300,1.5,6.39,180,2,1,4.5,1.8,1,NS,2,0,NS_Green,North,0,4,0.460043196544276
42.5,4,0,73973,39.1612,-84.51761792,300,1.5,1.5,270,2,1,4.5,1.8,1,NS,2,0,NS_Green,East,0,4,0.107991360691145
42.5,6,0,33187,39.1612,-84.51752145,300,1.5,0,270,1,1,4.5,1.8,1,NS,2,0,NS_Green,East,0,4,0
43,5,0,99471,39.16211667,-84.5197,300,1.5,13.89,180,2,0,4.5,1.8,1,NS,2,0,NS_Green,North,0,0,1
43,7,0,22129,39.16286416,-84.5197,300,1.5,3.89,180,2,1,4.5,1.8,1,NS,2,0,NS_Green,North,0,4,0.280057595392369
43,4,0,73973,39.1612,-84.51763534,300,1.5,3,270,2,1,4.5,1.8,1,NS,2,0,NS_Green,East,0,4,0.215982721382289
43,6,0,33187,39.1612,-84.51752145,300,1.5,0,270,1,1,4.5,1.8,1,NS,2,0,NS_Green,East,0,4,0
43.5,5,0,99471,39.1620541,-84.5197,300,1.5,13.89,180,2,0,4.5,1.8,1,NS,0,0,NS_Green,North,0,0,1
43.5,7,0,22129,39.16285789,-84.5197,300,1.5,1.39,180,2,1,4.5,1.8,1,NS,0,0,NS_Green,North,0,4,0.100071994240461
43.5,4,0,73973,39.1612,-84.51766149,300,1.5,4.5,270,2,1,4.5,1.8,1,NS,0,0,NS_Green,East,0,4,0.323974082073434
43.5,6,0,33187,39.1612,-84.51752532,300,1.5,0.67,270,2,1,4.5,1.8,1,NS,0,0,NS_Green,East,0,4,0.0482361411087113
44,5,0,99471,39.16199154,-84.5197,300,1.5,13.89,180,2,0,4.5,1.8,1,NS,0,0,NS_Green,North,0,0,1
44,7,0,22129,39.16285553,-84.5197,300,1.5,0.52,180,2,1,4.5,1.8,1,NS,0,0,NS_Green,North,0,4,0.0374370050395968
44,4,0,73973,39.1612,-84.51769634,300,1.5,6,270,2,1,4.5,1.8,1,NS,0,0,NS_Green,East,0,4,0.431965442764579
44,6,0,33187,39.1612,-84.51753636,300,1.5,1.9,270,2,1,4.5,1.8,1,NS,0,0,NS_Green,East,0,4,0.13678905687545
44.5,5,0,99471,39.16192898,-84.5197,300,1.5,13.89,180,2,0,4.5,1.8,1,NS,0,0,NS_Green,North,0,0,1
44.5,7,0,22129,39.16285553,-84.5197,300,1.5,0,180,1,1,4.5,1.8,1,NS,0,0,NS_Green,North,0,4,0
44.5,4,0,73973,39.1612,-84.51773991,300,1.5,7.5,270,2,1,4.5,1.8,1,NS,0,0,NS_Green,East,0,4,0.539956803455723
44.5,6,0,33187,39.1612,-84.51755446,300,1.5,3.12,270,2,1,4.5,1.8,1,NS,0,0,NS_Green,East,0,4,0.224622030237581
45,5,0,99471,39.16186642,-84.5197,300,1.5,13.89,180,2,0,4.5,1.8,1,NS,0,0,NS_Green,North,0,0,1
45,7,0,22129,39.16285553,-84.5197,300,1.5,0,180,1,1,4.5,1.8,1,NS,0,0,NS_Green,North,0,4,0
45,4,0,73973,39.1612,-84.5177922,300,1.5,9,270,2,0,4.5,1.8,1,NS,0,0,NS_Green,East,0,0,0.647948164146868
45,6,0,33187,39.1612,-84.5175795,300,1.5,4.31,270,2,1,4.5,1.8,1,NS,0,0,NS_Green,East,0,4,0.310295176385889
